   7.9245283e-01   9.2452830e-01   9.4339623e-01   9.8113208e-01   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   9.6226415e-01   9.4339623e-01   9.0566038e-01   8.8679245e-01   8.3018868e-01   7.7358491e-01   7.1698113e-01   6.6037736e-01   5.8490566e-01   5.2830189e-01   4.1509434e-01   6.7924528e-01   7.9245283e-01   9.2452830e-01   9.4339623e-01   9.8113208e-01   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0188679e+00   1.0188679e+00   1.0188679e+00   1.0188679e+00   1.0188679e+00   1.0188679e+00   1.0188679e+00   1.0188679e+00   1.0188679e+00   1.0188679e+00   1.0188679e+00
   8.4000000e-01   9.4000000e-01   9.6000000e-01   9.8000000e-01   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   9.8000000e-01   9.6000000e-01   9.4000000e-01   9.2000000e-01   8.8000000e-01   8.4000000e-01   7.8000000e-01   7.4000000e-01   6.8000000e-01   6.0000000e-01   5.0000000e-01   7.6000000e-01   8.4000000e-01   9.4000000e-01   9.6000000e-01   9.8000000e-01   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0200000e+00   1.0200000e+00   1.0200000e+00   1.0200000e+00   1.0200000e+00   1.0200000e+00   1.0200000e+00   1.0200000e+00   1.0200000e+00   1.0200000e+00   1.0200000e+00
   7.2549020e-01   8.2352941e-01   9.2156863e-01   9.6078431e-01   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   9.8039216e-01   9.6078431e-01   9.4117647e-01   9.0196078e-01   8.4313725e-01   7.8431373e-01   7.2549020e-01   6.4705882e-01   5.6862745e-01   4.3137255e-01   5.8823529e-01   7.2549020e-01   8.2352941e-01   9.2156863e-01   9.6078431e-01   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0196078e+00   1.0196078e+00   1.0196078e+00   1.0196078e+00   1.0196078e+00   1.0196078e+00   1.0196078e+00   1.0196078e+00   1.0196078e+00   1.0196078e+00
   8.4615385e-01   9.0384615e-01   9.4230769e-01   9.8076923e-01   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   9.6153846e-01   9.2307692e-01   8.8461538e-01   8.4615385e-01   7.8846154e-01   7.1153846e-01   6.5384615e-01   5.7692308e-01   5.0000000e-01   3.8461538e-01   5.9615385e-01   8.4615385e-01   9.0384615e-01   9.4230769e-01   9.8076923e-01   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0192308e+00   1.0192308e+00   1.0192308e+00   1.0192308e+00   1.0192308e+00   1.0192308e+00   1.0192308e+00   1.0192308e+00   1.0192308e+00   1.0192308e+00
   7.6000000e-01   9.2000000e-01   9.4000000e-01   9.8000000e-01   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   9.8000000e-01   9.6000000e-01   9.2000000e-01   9.0000000e-01   8.6000000e-01   8.0000000e-01   7.6000000e-01   7.0000000e-01   6.2000000e-01   5.4000000e-01   4.6000000e-01   3.0000000e-01   7.6000000e-01   7.6000000e-01   9.2000000e-01   9.4000000e-01   9.8000000e-01   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0200000e+00   1.0200000e+00   1.0200000e+00   1.0200000e+00   1.0200000e+00   1.0200000e+00   1.0200000e+00   1.0200000e+00   1.0200000e+00   1.0200000e+00   1.0200000e+00   1.0200000e+00
   6.9387755e-01   8.3673469e-01   8.7755102e-01   9.1836735e-01   9.3877551e-01   9.5918367e-01   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   9.5918367e-01   9.1836735e-01   8.7755102e-01   8.3673469e-01   7.7551020e-01   6.9387755e-01   6.1224490e-01   4.4897959e-01   5.9183673e-01   6.9387755e-01   8.3673469e-01   8.7755102e-01   9.1836735e-01   9.3877551e-01   9.5918367e-01   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0204082e+00   1.0204082e+00   1.0204082e+00   1.0204082e+00   1.0204082e+00   1.0204082e+00   1.0204082e+00   1.0204082e+00
   7.6744186e-01   8.6046512e-01   9.0697674e-01   9.3023256e-01   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   9.7674419e-01   9.3023256e-01   9.0697674e-01   8.3720930e-01   7.4418605e-01   6.7441860e-01   5.5813953e-01   3.9534884e-01   6.2790698e-01   7.6744186e-01   8.6046512e-01   9.0697674e-01   9.3023256e-01   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0232558e+00   1.0232558e+00   1.0232558e+00   1.0232558e+00   1.0232558e+00   1.0232558e+00   1.0232558e+00   1.0232558e+00
   6.8965517e-01   7.9310345e-01   8.6206897e-01   8.9655172e-01   9.3103448e-01   9.6551724e-01   9.8275862e-01   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   9.8275862e-01   9.4827586e-01   9.1379310e-01   8.2758621e-01   7.7586207e-01   7.0689655e-01   5.5172414e-01   5.0000000e-01   6.8965517e-01   7.9310345e-01   8.6206897e-01   8.9655172e-01   9.3103448e-01   9.6551724e-01   9.8275862e-01   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0172414e+00   1.0172414e+00   1.0172414e+00   1.0172414e+00   1.0172414e+00   1.0172414e+00   1.0172414e+00
   2.5000000e-01   7.0588235e-01   8.5294118e-01   8.9705882e-01   9.5588235e-01   9.8529412e-01   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   9.8529412e-01   9.4117647e-01   8.8235294e-01   8.0882353e-01   7.2058824e-01   6.6176471e-01   5.1470588e-01   2.9411765e-01   2.2058824e-01   2.9411765e-01   7.0588235e-01   8.5294118e-01   8.9705882e-01   9.5588235e-01   9.8529412e-01   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0147059e+00   1.0147059e+00   1.0147059e+00   1.0147059e+00   1.0147059e+00   1.0147059e+00   1.0147059e+00   1.0147059e+00
   8.0555556e-01   8.8888889e-01   9.4444444e-01   9.4444444e-01   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   9.7222222e-01   9.4444444e-01   8.8888889e-01   8.6111111e-01   7.7777778e-01   6.6666667e-01   5.8333333e-01   4.1666667e-01   6.1111111e-01   8.0555556e-01   8.8888889e-01   9.4444444e-01   9.4444444e-01   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0277778e+00   1.0277778e+00   1.0277778e+00   1.0277778e+00   1.0277778e+00   1.0277778e+00   1.0277778e+00   1.0277778e+00
